Código	Cuenta	Nivel	Primer Nivel
53	Gastos y resultados negativos por ventas	2	GASTOS
531	Costo de ventas de bienes y servicios	3	GASTOS
53101	Costo de ventas de bienes	4	GASTOS
5310101	Costo de venta de materias primas	5	GASTOS
531010101	Costo de venta de bienes agropecuarios y forestales	6	GASTOS
531010102	Costo de venta de alcoholes y licores	6	GASTOS
531010103	Costo de venta de productos derivados del petróleo	6	GASTOS
531010104	Costo de venta de agua	6	GASTOS
531010105	Costo de venta de energía eléctrica	6	GASTOS
531010199	Costo de ventas de otras materias primas	6	GASTOS
5310102	Costo de venta de productos terminados	5	GASTOS
531010201	Costo de venta de productos agropecuarios y forestales	6	GASTOS
531010202	Costo de venta de alcoholes y licores	6	GASTOS
531010203	Costo de venta de productos derivados del petróleo	6	GASTOS
531010204	Costo de venta de agua	6	GASTOS
531010205	Costo de venta de energía eléctrica	6	GASTOS
531010299	Costo de ventas de otros productos terminados	6	GASTOS
53102	Costo de ventas de servicios	4	GASTOS
5310201	Costo de servicios de transporte	5	GASTOS
531020100	Costo de servicios de transporte	6	GASTOS
5310202	Costo de servicios de telecomunicaciones y correos	5	GASTOS
531020200	Costo de servicios de telecomunicaciones y correos	6	GASTOS
5310203	Costo de servicios financieros y de seguros	5	GASTOS
531020300	Costo de servicios financieros y de seguros	6	GASTOS
5310204	Costo de servicios comunitarios	5	GASTOS
531020400	Costo de servicios comunitarios	6	GASTOS
5310299	Costo de otras ventas de servicios	5	GASTOS
531029900	Costo de otras ventas de servicios	6	GASTOS
532	Resultados negativos por ventas de inversiones	3	GASTOS
53202	Resultados negativos por ventas de inversiones patrimoniales - Método de participación	4	GASTOS
5320201	Resultados negativos por ventas de inversiones patrimoniales en el sector privado interno	5	GASTOS
532020100	Resultados negativos por ventas de inversiones patrimoniales en el sector privado interno	6	GASTOS
5320202	Resultados negativos por ventas de inversiones patrimoniales en el sector público interno	5	GASTOS
532020200	Resultados negativos por ventas de inversiones patrimoniales en el sector público interno	6	GASTOS
5320203	Resultados negativos por ventas de inversiones patrimoniales en el sector externo	5	GASTOS
532020300	Resultados negativos por ventas de inversiones patrimoniales en el sector externo	6	GASTOS
5320204	Resultados negativos por ventas de inversiones patrimoniales en fideicomisos	5	GASTOS
532020400	Resultados negativos por ventas de inversiones patrimoniales en fideicomisos	6	GASTOS
53299	Resultados negativos por ventas de otras inversiones	4	GASTOS
5329902	Resultados negativos por ventas de títulos y valores al costo	5	GASTOS
532990200	Resultados negativos por ventas de títulos y valores al costo	6	GASTOS
5329999	Resultados negativos por ventas de inversiones varias	5	GASTOS
532999900	Resultados negativos por ventas de inversiones varias	6	GASTOS
533	Resultados negativos por ventas e intercambio de bienes	3	GASTOS
53301	Resultados negativos por ventas de construcciones terminadas	4	GASTOS
5330101	Resultados negativos por ventas de construcciones terminadas de edificios	5	GASTOS
533010100	Resultados negativos por ventas de construcciones terminadas de edificios	6	GASTOS
53302	Resultados negativos por ventas de propiedades, planta y equipo	4	GASTOS
5330201	Resultados negativos por ventas de tierras y terrenos	5	GASTOS
533020100	Resultados negativos por ventas de tierras y terrenos	6	GASTOS
5330202	Resultados negativos por ventas de edificios	5	GASTOS
533020200	Resultados negativos por ventas de edificios	6	GASTOS
5330203	Resultados negativos por ventas de maquinaria y equipos para la producción	5	GASTOS
533020300	Resultados negativos por ventas de maquinaria y equipos para la producción	6	GASTOS
5330204	Resultados negativos por ventas de equipos de transporte, tracción y elevación	5	GASTOS
533020400	Resultados negativos por ventas de equipos de transporte, tracción y elevación	6	GASTOS
5330205	Resultados negativos por ventas de equipos de comunicación	5	GASTOS
533020500	Resultados negativos por ventas de equipos de comunicación	6	GASTOS
5330206	Resultados negativos por ventas de equipos y mobiliario de oficina	5	GASTOS
533020600	Resultados negativos por ventas de equipos y mobiliario de oficina	6	GASTOS
5330207	Resultados negativos por ventas de equipos para computación	5	GASTOS
533020700	Resultados negativos por ventas de equipos para computación	6	GASTOS
5330208	Resultados negativos por ventas de equipos sanitarios, de laboratorio e investigación	5	GASTOS
533020800	Resultados negativos por ventas de equipos sanitarios, de laboratorio e investigación	6	GASTOS
5330209	Resultados negativos por ventas de equipos y mobiliario educacional, deportivo y recreativo	5	GASTOS
533020900	Resultados negativos por ventas de equipos y mobiliario educacional, deportivo y recreativo	6	GASTOS
5330210	Resultados negativos por ventas de equipos de seguridad, orden, vigilancia y control público	5	GASTOS
533021000	Resultados negativos por ventas de equipos de seguridad, orden, vigilancia y control público	6	GASTOS
5330211	Resultados negativos por ventas de semovientes	5	GASTOS
533021100	Resultados negativos por ventas de semovientes	6	GASTOS
5330299	Resultados negativos por ventas de maquinarias, equipos y mobiliarios diversos	5	GASTOS
533029900	Resultados negativos por ventas de maquinarias, equipos y mobiliarios diversos	6	GASTOS
53303	Resultados negativos por ventas de activos biológicos	4	GASTOS
5330301	Resultados negativos por ventas de plantas y árboles	5	GASTOS
533030100	Resultados negativos por ventas de plantas y árboles	6	GASTOS
5330302	Resultados negativos por ventas de semovientes	5	GASTOS
533030200	Resultados negativos por ventas de semovientes	6	GASTOS
53304	Resultados negativos por ventas de bienes intangibles	4	GASTOS
5330401	Resultados negativos por ventas de patentes y marcas registradas	5	GASTOS
533040100	Resultados negativos por ventas de patentes y marcas registradas	6	GASTOS
5330402	Resultados negativos por ventas de derechos de autor	5	GASTOS
533040200	Resultados negativos por ventas de derechos de autor	6	GASTOS
5330403	Resultados negativos por ventas de software y programas	5	GASTOS
533040300	Resultados negativos por ventas de software y programas	6	GASTOS
5330499	Resultados negativos por ventas de otros bienes intangibles	5	GASTOS
533049900	Resultados negativos por ventas de otros bienes intangibles	6	GASTOS
53305	Resultados negativos por ventas por arrendamientos financieros	4	GASTOS
5330501	Resultados negativos por ventas por arrendamientos financieros de productos terminados	5	GASTOS
533050100	Resultados negativos por ventas por arrendamientos financieros de productos terminados	6	GASTOS
5330502	Resultados negativos por ventas por arrendamientos financieros de construcciones terminadas	5	GASTOS
533050200	Resultados negativos por ventas por arrendamientos financieros de construcciones terminadas	6	GASTOS
5330503	Resultados negativos por ventas por arrendamientos financieros de propiedades, planta y equipos	5	GASTOS
533050300	Resultados negativos por ventas por arrendamientos financieros de propiedades, planta y equipos	6	GASTOS
5330504	Resultados negativos por ventas por arrendamientos financieros de bienes intangibles	5	GASTOS
533050400	Resultados negativos por ventas por arrendamientos financieros de bienes intangibles	6	GASTOS
53306	Resultados negativos por intercambio de propiedades, planta y equipo	4	GASTOS
5330601	Resultados negativos por intercambio de tierras y terrenos	5	GASTOS
533060100	Resultados negativos por intercambio de tierras y terrenos	6	GASTOS
5330602	Resultados negativos por intercambio de edificios	5	GASTOS
533060200	Resultados negativos por intercambio de edificios	6	GASTOS
5330603	Resultados negativos por intercambio de maquinaria y equipos para la producción	5	GASTOS
533060300	Resultados negativos por intercambio de maquinaria y equipos para la producción	6	GASTOS
5330604	Resultados negativos por intercambio de equipos de transporte, tracción y elevación	5	GASTOS
533060400	Resultados negativos por intercambio de equipos de transporte, tracción y elevación	6	GASTOS
5330605	Resultados negativos por intercambio de equipos de comunicación	5	GASTOS
533060500	Resultados negativos por intercambio de equipos de comunicación	6	GASTOS
5330606	Resultados negativos por intercambio de equipos y mobiliario de oficina	5	GASTOS
533060600	Resultados negativos por intercambio de equipos y mobiliario de oficina	6	GASTOS
5330607	Resultados negativos por intercambio de equipos para computación	5	GASTOS
533060700	Resultados negativos por intercambio de equipos para computación	6	GASTOS
5330608	Resultados negativos por intercambio de equipos sanitarios, de laboratorio e investigación	5	GASTOS
533060800	Resultados negativos por intercambio de equipos sanitarios, de laboratorio e investigación	6	GASTOS
5330609	Resultados negativos por intercambio de equipos y mobiliario educacional, deportivo y recreativo	5	GASTOS
533060900	Resultados negativos por intercambio de equipos y mobiliario educacional, deportivo y recreativo	6	GASTOS
5330610	Resultados negativos por intercambio de equipos de seguridad, orden, vigilancia y control público	5	GASTOS
533061000	Resultados negativos por intercambio de equipos de seguridad, orden, vigilancia y control público	6	GASTOS
5330611	Resultados negativos por intercambio de semovientes	5	GASTOS
533061100	Resultados negativos por intercambio de semovientes	6	GASTOS
5330699	Resultados negativos por intercambio de maquinarias, equipos y mobiliarios diversos	5	GASTOS
533069900	Resultados negativos por intercambio de maquinarias, equipos y mobiliarios diversos	6	GASTOS
53307	Resultados negativos por intercambio de bienes intangibles	4	GASTOS
5330701	Resultados negativos por intercambio de patentes y marcas registradas	5	GASTOS
533070100	Resultados negativos por intercambio de patentes y marcas registradas	6	GASTOS
5330702	Resultados negativos por intercambio de derechos de autor	5	GASTOS
533070200	Resultados negativos por intercambio de derechos de autor	6	GASTOS
5330703	Resultados negativos por intercambio de software y programas	5	GASTOS
533070300	Resultados negativos por intercambio de software y programas	6	GASTOS
5330799	Resultados negativos por intercambio de otros bienes intangibles	5	GASTOS
533079900	Resultados negativos por intercambio de otros bienes intangibles	6	GASTOS
53308	Resultados negativos por intercambio de bienes Patrimonio Historico Cultural	4	GASTOS
5330801	Resultados negativos por intercambio de bienes Patrimonio Historico Cultural	5	GASTOS
533080100	Resultados negativos por intercambio de bienes Patrimonio Historico Cultural	6	GASTOS
53310	Resultados negativo por intercambio de Infra	4	GASTOS
5331001	Resultados (-)  Intercambio Bienes Infraestructura	5	GASTOS
533100100	Resultados (-)  Intercambio Bienes Infraestructura	6	GASTOS
54	Transferencias	2	GASTOS
541	Transferencias corrientes	3	GASTOS
54101	Transferencias corrientes al sector privado interno	4	GASTOS
5410101	Transferencias corrientes a personas	5	GASTOS
541010101	Prestaciones	6	GASTOS
541010102	Becas	6	GASTOS
541010103	Subsidios	6	GASTOS
541010104	Gratificaciones y recompensas	6	GASTOS
541010199	Otras transferencias corrientes a personas	6	GASTOS
5410102	Transferencias corrientes a entidades del sector privado interno	5	GASTOS
541010201	Transferencias corrientes a entidades privadas sin fines de lucro	6	GASTOS
541010202	Transferencias corrientes a empresas privadas	6	GASTOS
541010299	Transferencias corrientes a otras entidades del sector privado interno	6	GASTOS
54102	Transferencias corrientes al sector público interno	4	GASTOS
5410201	Transferencias corrientes al Gobierno Central	5	GASTOS
541020101	Donaciones corrientes al Gobierno Central	6	GASTOS
541020102	Servicios corrientes en especie al Gobierno Central	6	GASTOS
541020106	Transferencias corrientes al Gobierno Central	6	GASTOS
541020199	Otras transferencias corrientes al Gobierno Central	6	GASTOS
5410202	Transferencias corrientes a Órganos Desconcentrados	5	GASTOS
541020201	Donaciones corrientes a Órganos Desconcentrados	6	GASTOS
541020202	Servicios corrientes en especie a Órganos Desconcentrados	6	GASTOS
541020206	Transferencias corrientes a Órganos Desconcentrados	6	GASTOS
541020299	Otras transferencias corrientes a Órganos Desconcentrados	6	GASTOS
5410203	Transferencias corrientes a Instituciones Descentralizadas no Empresariales	5	GASTOS
541020301	Donaciones corrientes a Instituciones Descentralizadas no Empresariales	6	GASTOS
541020302	Servicios corrientes en especie a Instituciones Descentralizadas no Empresariales	6	GASTOS
541020306	Transferencias corrientes a Instituciones Descentralizadas no Empresariales	6	GASTOS
541020399	Otras transferencias corrientes a Instituciones Descentralizadas no Empresariales	6	GASTOS
5410204	Transferencias corrientes a Gobiernos Locales	5	GASTOS
541020401	Donaciones corrientes a Gobiernos Locales	6	GASTOS
541020402	Servicios corrientes en especie a Gobiernos Locales	6	GASTOS
541020406	Transferencias corrientes a Gobiernos Locales	6	GASTOS
541020499	Otras transferencias corrientes a Gobiernos Locales	6	GASTOS
5410205	Transferencias corrientes a Empresas Públicas no Financieras	5	GASTOS
541020501	Donaciones corrientes a Empresas Públicas no Financieras	6	GASTOS
541020502	Servicios corrientes en especie a Empresas Públicas no Financieras	6	GASTOS
541020506	Transferencias corrientes a Empresas Públicas no Financieras	6	GASTOS
541020599	Otras transferencias corrientes a Empresas Públicas no Financieras	6	GASTOS
5410206	Transferencias corrientes a Instituciones Públicas Financieras	5	GASTOS
541020601	Donaciones corrientes a Instituciones Públicas Financieras	6	GASTOS
541020602	Servicios corrientes en especie a Instituciones Públicas Financieras	6	GASTOS
541020606	Transferencias corrientes a Instituciones Públicas Financieras	6	GASTOS
541020699	Otras transferencias corrientes a Instituciones Públicas Financieras	6	GASTOS
5410299	Transferencias corrientes a otras Instituciones de Gobiernos Locales	5	GASTOS
541029901	Donaciones corrientes a otras Instituciones de Gobiernos Locales	6	GASTOS
541029902	Servicios corrientes en especie a otras Instituciones de Gobiernos Locales	6	GASTOS
541029906	Transferencias corrientes a otras Instituciones de Gobiernos Locales	6	GASTOS
541029999	Otras transferencias corrientes a otras Instituciones de Gobiernos Locales	6	GASTOS
54103	Transferencias corrientes al sector externo	4	GASTOS
5410301	Transferencias corrientes a gobiernos extranjeros	5	GASTOS
541030101	Donaciones corrientes a gobiernos extranjeros	6	GASTOS
541030102	Servicios corrientes en especie a gobiernos extranjeros	6	GASTOS
541030106	Transferencias corrientes a gobiernos extranjeros	6	GASTOS
541030199	Otras transferencias corrientes a gobiernos extranjeros	6	GASTOS
5410302	Transferencias corrientes a organismos internacionales	5	GASTOS
541030201	Donaciones corrientes a organismos internacionales	6	GASTOS
541030202	Servicios corrientes en especie a organismos internacionales	6	GASTOS
541030206	Transferencias corrientes a organismos internacionales	6	GASTOS
541030299	Otras transferencias corrientes a organismos internacionales	6	GASTOS
5410399	Transferencias corrientes a otras unidades del Sector Externo	5	GASTOS
541039901	Donaciones corrientes a otras unidades del Sector Externo	6	GASTOS
541039902	Servicios corrientes en especie a otras unidades del Sector Externo	6	GASTOS
541039906	Transferencias corrientes a otras unidades del Sector Externo	6	GASTOS
541039999	Otras transferencias corrientes a otras unidades del Sector Externo	6	GASTOS
542	Transferencias de capital	3	GASTOS
54201	Transferencias de capital al sector privado interno	4	GASTOS
5420101	Transferencias de capital a personas	5	GASTOS
542010101	Subsidios a personas para inversiones de capital	6	GASTOS
542010199	Otras transferencias de capital a personas	6	GASTOS
5420102	Transferencias de capital a entidades del sector privado interno	5	GASTOS
542010201	Transferencias de capital a entidades privadas sin fines de lucro	6	GASTOS
542010202	Transferencias de capital a empresas privadas	6	GASTOS
542010299	Transferencias de capital a otras entidades del sector privado interno	6	GASTOS
54202	Transferencias de capital al sector público interno	4	GASTOS
5420201	Transferencias de capital al Gobierno Central	5	GASTOS
542020101	Donaciones de capital al Gobierno Central	6	GASTOS
542020102	Servicios de capital en especie al Gobierno Central	6	GASTOS
542020103	Condonaciones al Gobierno Central	6	GASTOS
542020104	Asunciones de pasivos del Gobierno Central	6	GASTOS
542020106	Transferencias  de capital al Gobierno Central	6	GASTOS
542020199	Otras transferencias de capital al Gobierno Central	6	GASTOS
5420202	Transferencias de capital a Órganos Desconcentrados	5	GASTOS
542020201	Donaciones de capital a Órganos Desconcentrados	6	GASTOS
542020202	Servicios de capital en especie a Órganos Desconcentrados	6	GASTOS
542020203	Condonaciones a Órganos Desconcentrados	6	GASTOS
542020204	Asunciones de pasivos de Órganos Desconcentrados	6	GASTOS
542020206	Transferencias de capital a Órganos Desconcentrados	6	GASTOS
542020299	Otras transferencias de capital a Órganos Desconcentrados	6	GASTOS
5420203	Transferencias de capital a Instituciones Descentralizadas no Empresariales	5	GASTOS
542020301	Donaciones de capital a Instituciones Descentralizadas no Empresariales	6	GASTOS
542020302	Servicios de capital en especie a Instituciones Descentralizadas no Empresariales	6	GASTOS
542020303	Condonaciones a Instituciones Descentralizadas no Empresariales	6	GASTOS
542020304	Asunciones de pasivos de Instituciones Descentralizadas no Empresariales	6	GASTOS
542020306	Transferencias de capital a Instituciones Descentralizadas no Empresariales	6	GASTOS
542020399	Otras transferencias de capital a Instituciones Descentralizadas no Empresariales	6	GASTOS
5420204	Transferencias de capital a Gobiernos Locales	5	GASTOS
542020401	Donaciones de capital a Gobiernos Locales	6	GASTOS
542020402	Servicios de capital en especie a Gobiernos Locales	6	GASTOS
542020403	Condonaciones a Gobiernos Locales	6	GASTOS
542020404	Asunciones de pasivos de Gobiernos Locales	6	GASTOS
542020406	Transferencias de capital a Gobiernos Locales	6	GASTOS
542020499	Otras transferencias de capital a Gobiernos Locales	6	GASTOS
5420205	Transferencias de capital a Empresas Públicas no Financieras	5	GASTOS
542020501	Donaciones de capital a Empresas Públicas no Financieras	6	GASTOS
542020502	Servicios de capital en especie a Empresas Públicas no Financieras	6	GASTOS
542020503	Condonaciones a Empresas Públicas no Financieras	6	GASTOS
542020504	Asunciones de pasivos de Empresas Públicas no Financieras	6	GASTOS
542020506	Transferencias de capital a Empresas Públicas no Financieras	6	GASTOS
542020599	Otras transferencias de capital a Empresas Públicas no Financieras	6	GASTOS
5420206	Transferencias de capital a Instituciones Públicas Financieras	5	GASTOS
542020601	Donaciones de capital a Instituciones Públicas Financieras	6	GASTOS
542020602	Servicios de capital en especie a Instituciones Públicas Financieras	6	GASTOS
542020603	Condonaciones a Instituciones Públicas Financieras	6	GASTOS
542020604	Asunciones de pasivos de Instituciones Públicas Financieras	6	GASTOS
542020606	Transferencias de capital a Instituciones Públicas Financieras	6	GASTOS
542020699	Otras transfer capital a InstitucionesPúblicas Financiera	6	GASTOS
542029000	Gastos por ejecucion de PPTO Poderes	6	GASTOS
5420299	Transferencias de capital a otras Instituciones de Gobiernos Locales	5	GASTOS
542029901	Donaciones de capital a otras Instituciones de Gobiernos Locales	6	GASTOS
542029902	Servicios de capital en especie a otras Instituciones de Gobiernos Locales	6	GASTOS
542029903	Condonaciones a otras Instituciones de Gobiernos Locales	6	GASTOS
542029904	Asunciones de pasivos de otras Instituciones de Gobiernos Locales	6	GASTOS
542029906	Transferencias de capital a otras Instituciones de Gobiernos Locales	6	GASTOS
542029999	Otras transferencias de capital a otras Instituciones de Gobiernos Locales	6	GASTOS
54203	Transferencias de capital al sector externo	4	GASTOS
5420301	Transferencias de capital a gobiernos extranjeros	5	GASTOS
542030101	Donaciones de capital a gobiernos extranjeros	6	GASTOS
542030102	Servicios de capital en especie a gobiernos extranjeros	6	GASTOS
542030103	Condonaciones a gobiernos extranjeros	6	GASTOS
542030104	Asunciones de pasivos de gobiernos extranjeros	6	GASTOS
542030106	Transferencias de capital a gobiernos extranjeros	6	GASTOS
542030199	Otras transferencias de capital a gobiernos extranjeros	6	GASTOS
5420302	Transferencias de capital a organismos internacionales	5	GASTOS
542030201	Donaciones de capital a organismos internacionales	6	GASTOS
542030202	Servicios de capital en especie a organismos internacionales	6	GASTOS
542030203	Condonaciones a organismos internacionales	6	GASTOS
542030204	Asunciones de pasivos de organismos internacionales	6	GASTOS
542030206	Transferencias de capital a organismos internacionales	6	GASTOS
542030299	Otras transferencias de capital a organismos internacionales	6	GASTOS
5420399	Transferencias de capital a otras unidades del Sector Externo	5	GASTOS
542039901	Donaciones de capital a otras unidades del Sector Externo	6	GASTOS
542039902	Servicios de capital en especie a otras unidades del Sector Externo	6	GASTOS
542039903	Condonaciones a otras unidades del Sector Externo	6	GASTOS
542039904	Asunciones de pasivos de otras unidades del Sector Externo	6	GASTOS
542039906	Transferencias de capital a otras unidades del Sector Externo	6	GASTOS
542039999	Otras transferencias de capital a otras unidades del Sector Externo	6	GASTOS
55	Depreciaciones	2	GASTOS
551	Depreciación acumulada de bienes distintos de inventarios	3	GASTOS
55101	Depreciaciones acumuladas de bienes no concesionados	4	GASTOS
5510101	Depreciaciones acumuladas de propiedades, planta y equipos explotados	5	GASTOS
551010102	Depreciación acumulada de edificios	6	GASTOS
551010103	Depreciaciones acumuladas de maquinaria y equipos para la producción	6	GASTOS
551010104	Depreciaciones acumuladas de equipos de transporte, tracción y elevación	6	GASTOS
551010105	Depreciaciones acumuladas de equipos de comunicación	6	GASTOS
551010106	Depreciaciones acumuladas de equipos y mobiliario de oficina	6	GASTOS
551010107	Depreciaciones acumuladas de equipos para computación	6	GASTOS
551010108	Depreciaciones acumuladas de equipos sanitarios, de laboratorio e investigación	6	GASTOS
551010109	Depreciaciones acumuladas de equipos y mobiliario educacional, deportivo y recreativo	6	GASTOS
551010110	Depreciaciones acumuladas de equipos de seguridad, orden, vigilancia y control público	6	GASTOS
551010111	Depreciaciones acumuladas de semovientes	6	GASTOS
551010199	Depreciac maquinaria, equipo y mobiliar diverso	6	GASTOS
5510102	Depreciaciones acumuladas de propiedades de inversión	5	GASTOS
551010202	Depreciaciones acumuladas de edificios	6	GASTOS
5510103	Depreciaciones acumuladas de activos biológicos no concesionados	5	GASTOS
551010301	Depreciaciones acumuladas de plantas y árboles	6	GASTOS
551010302	Depreciaciones acumuladas de semovientes	6	GASTOS
5510104	Depreciaciones acumuladas de bienes de infraestructura y de beneficio y uso público en servicio	5	GASTOS
551010401	Depreciaciones acumuladas de vías de comunicación terrestre	6	GASTOS
551010402	Depreciaciones acumuladas de obras marítimas y fluviales	6	GASTOS
551010403	Depreciaciones acumuladas de centrales y redes de comunicación y energía	6	GASTOS
551010499	Depreciaciones acumuladas de otros bienes de infraestructura y de beneficio y uso público en servicio	6	GASTOS
5510106	Agotamiento de recursos naturales en explotación	5	GASTOS
551010601	Agotamiento de recursos naturales no renovables	6	GASTOS
551010602	Agotamiento de recursos naturales renovables	6	GASTOS
5510108	Amortizaciones acumuladas de bienes intangibles no concesionados	5	GASTOS
551010801	Amortizaciones acumuladas de patentes y marcas registradas	6	GASTOS
551010802	Amortizaciones acumuladas de derechos de autor	6	GASTOS
551010803	Amortizaciones acumuladas de software y programas	6	GASTOS
551010899	Amortizaciones acumuladas de otros bienes intangibles	6	GASTOS
55102	Depreciaciones acumuladas de bienes concesionados	4	GASTOS
5510201	Depreciaciones acumuladas de propiedades, planta y equipos explotados	5	GASTOS
551020102	Depreciaciones acumuladas de edificios	6	GASTOS
551020103	Depreciaciones acumuladas de maquinaria y equipos para la producción	6	GASTOS
551020104	Depreciaciones acumuladas de equipos de transporte, tracción y elevación	6	GASTOS
551020105	Depreciaciones acumuladas de equipos de comunicación	6	GASTOS
551020106	Depreciaciones acumuladas de equipos y mobiliario de oficina	6	GASTOS
551020107	Depreciaciones acumuladas de equipos para computación	6	GASTOS
551020108	Depreciaciones acumuladas de equipos sanitarios, de laboratorio e investigación	6	GASTOS
551020109	Depreciaciones acumuladas de equipos y mobiliario educacional, deportivo y recreativo	6	GASTOS
551020110	Depreciaciones acumuladas de equipos de seguridad, orden, vigilancia y control público	6	GASTOS
551020111	Depreciaciones acumuladas de semovientes	6	GASTOS
551020199	Depreciaciones acumuladas de maquinarias, equipos y mobiliarios diversos	6	GASTOS
5510203	Depreciaciones acumuladas de activos biológicos concesionados	5	GASTOS
551020301	Depreciaciones acumuladas de plantas y árboles	6	GASTOS
551020302	Depreciaciones acumuladas de semovientes	6	GASTOS
5510204	Depreciaciones acumuladas de bienes de infraestructura y de beneficio y uso público concesionados	5	GASTOS
551020401	Depreciaciones acumuladas de vías de comunicación terrestre	6	GASTOS
551020402	Depreciaciones acumuladas de obras marítimas y fluviales	6	GASTOS
551020403	Depreciaciones acumuladas de centrales y redes de comunicación y energía	6	GASTOS
551020499	Depreciaciones acumuladas de otros bienes de infraestructura y de beneficio y uso público en servicio	6	GASTOS
5510206	Agotamiento de recursos naturales concesionados	5	GASTOS
551020601	Agotamiento acumulado de recursos naturales no renovables	6	GASTOS
551020602	Agotamiento acumulado de recursos naturales renovables	6	GASTOS
5510208	Amortizaciones acumuladas de bienes intangibles concesionados	5	GASTOS
551020801	Amortizaciones acumuladas de patentes y marcas registradas	6	GASTOS
551020802	Amortizaciones acumuladas de derechos de autor	6	GASTOS
551020803	Amortizaciones acumuladas de software y programas	6	GASTOS
551020899	Amortizaciones acumuladas de otros bienes intangibles	6	GASTOS
552	Consumo de bienes distintos de inventarios	3	GASTOS
55201	Consumo de bienes no concesionados	4	GASTOS
5520101	Depreciaciones de propiedades, planta y equipos explotados	5	GASTOS
552010102	Depreciación de edificios	6	GASTOS
552010103	Depreciaciones de maquinaria y equipos para la producción	6	GASTOS
552010104	Depreciaciones de equipos de transporte, tracción y elevación	6	GASTOS
552010105	Depreciaciones de equipos de comunicación	6	GASTOS
552010106	Depreciaciones de equipos y mobiliario de oficina	6	GASTOS
552010107	Depreciaciones de equipos para computación	6	GASTOS
552010108	Depreciaciones de equipos sanitarios, de laboratorio e investigación	6	GASTOS
552010109	Depreciaciones de equipos y mobiliario educacional, deportivo y recreativo	6	GASTOS
552010110	Depreciaciones de equipos de seguridad, orden, vigilancia y control público	6	GASTOS
552010111	Depreciaciones de semovientes	6	GASTOS
552010199	Depreciac maquinaria, equipo y mobiliar diverso	6	GASTOS
5520102	Depreciaciones de propiedades de inversión	5	GASTOS
552010202	Depreciaciones de edificios	6	GASTOS
5520103	Depreciaciones de activos biológicos no concesionados	5	GASTOS
552010301	Depreciaciones de plantas y árboles	6	GASTOS
552010302	Depreciaciones de semovientes	6	GASTOS
5520104	Depreciaciones de bienes de infraestructura y de beneficio y uso público en servicio	5	GASTOS
552010401	Depreciaciones de vías de comunicación terrestre	6	GASTOS
552010402	Depreciaciones de obras marítimas y fluviales	6	GASTOS
552010403	Depreciaciones de centrales y redes de comunicación y energía	6	GASTOS
552010499	Depreciaciones de otros bienes de infraestructura y de beneficio y uso público en servicio	6	GASTOS
5520106	Agotamiento de recursos naturales en explotación	5	GASTOS
552010601	Agotamiento de recursos naturales no renovables	6	GASTOS
552010602	Agotamiento de recursos naturales renovables	6	GASTOS
5520108	Amortizaciones de bienes intangibles no concesionados	5	GASTOS
552010801	Amortizaciones de patentes y marcas registradas	6	GASTOS
552010802	Amortizaciones de derechos de autor	6	GASTOS
552010803	Amortizaciones de software y programas	6	GASTOS
552010899	Amortizaciones de otros bienes intangibles	6	GASTOS
55202	Consumo de bienes concesionados	4	GASTOS
5520201	Depreciaciones de propiedades, planta y equipos explotados	5	GASTOS
552020102	Depreciaciones de edificios	6	GASTOS
552020103	Depreciaciones de maquinaria y equipos para la producción	6	GASTOS
552020104	Depreciaciones de equipos de transporte, tracción y elevación	6	GASTOS
552020105	Depreciaciones de equipos de comunicación	6	GASTOS
552020106	Depreciaciones de equipos y mobiliario de oficina	6	GASTOS
552020107	Depreciaciones de equipos para computación	6	GASTOS
552020108	Depreciaciones de equipos sanitarios, de laboratorio e investigación	6	GASTOS
552020109	Depreciaciones de equipos y mobiliario educacional, deportivo y recreativo	6	GASTOS
552020110	Depreciaciones de equipos de seguridad, orden, vigilancia y control público	6	GASTOS
552020111	Depreciaciones de semovientes	6	GASTOS
552020199	Depreciaciones de maquinarias, equipos y mobiliarios diversos	6	GASTOS
5520203	Depreciaciones de activos biológicos concesionados	5	GASTOS
552020301	Depreciaciones de plantas y árboles	6	GASTOS
552020302	Depreciaciones de semovientes	6	GASTOS
5520204	Depreciaciones de bienes de infraestructura y de beneficio y uso público concesionados	5	GASTOS
552020401	Depreciaciones de vías de comunicación terrestre	6	GASTOS
552020402	Depreciaciones de obras marítimas y fluviales	6	GASTOS
552020403	Depreciaciones de centrales y redes de comunicación y energía	6	GASTOS
552020499	Depreciaciones de otros bienes de infraestructura y de beneficio y uso público en servicio	6	GASTOS
5520206	Agotamiento de recursos naturales concesionados	5	GASTOS
552020601	Agotamiento de recursos naturales no renovables	6	GASTOS
552020602	Agotamiento de recursos naturales renovables	6	GASTOS
5520208	Amortizaciones de bienes intangibles concesionados	5	GASTOS
552020801	Amortizaciones de patentes y marcas registradas	6	GASTOS
552020802	Amortizaciones de derechos de autor	6	GASTOS
552020803	Amortizaciones de software y programas	6	GASTOS
552020899	Amortizaciones de otros bienes intangibles	6	GASTOS
59	Otros gastos	2	GASTOS
591	Resultados negativos por tenencia y por exposición a la inflación	3	GASTOS
59101	Diferencias de cambio negativas por activos	4	GASTOS
5910101	Diferencias de cambio negativas por efectivo	5	GASTOS
591010101	Diferencias de cambio negativas por efectivo en caja	6	GASTOS
591010102	Diferencias de cambio negativas por depósitos bancarios	6	GASTOS
